,nCoeffs,stability,mean_acc,std_acc
0,0.005,9.359188000260622e-05,0.5788333333333333,0.13851171007232743
1,0.01,0.00024810851339377425,0.5955,0.13471204272695067
2,0.02,-0.00023073297646722157,0.5835000000000001,0.11666654641648445
3,0.05,2.1922961078385408e-05,0.5381666666666667,0.1343875620547409
4,0.1,-0.0002007181993336155,0.5333333333333333,0.10814215194852725
5,0.25,7.475625123523275e-05,0.5063333333333333,0.1474203926399109
6,0.5,-7.893044037622348e-05,0.5311666666666666,0.14511605711867326
