,nCoeffs,stability,mean_acc,std_acc
0,0.005,0.00028959472894651167,0.41766666666666674,0.1515505345890644
1,0.01,-3.8139461329698315e-05,0.44283333333333325,0.1387222232335368
2,0.02,0.00027436973218322627,0.4285000000000001,0.14937759009301815
3,0.05,-0.00011411266378528822,0.4656666666666667,0.1717053174755596
4,0.1,-5.87632083369383e-05,0.4628333333333333,0.13137994609410616
5,0.25,-0.00018156019415943757,0.5568333333333332,0.14442686373196748
6,0.5,7.67174358815653e-06,0.6821666666666664,0.13202759208950127
