,nCoeffs,stability,mean_acc,std_acc
0,0.0025,-3.9509833793455636e-05,0.5331666666666667,0.11384256264008817
1,0.005,3.267229717225236e-05,0.5258333333333334,0.11282454123273492
2,0.01,-6.370846193532867e-05,0.5395,0.10805532834750592
3,0.025,6.794477557947616e-06,0.5225,0.1210080879581637
4,0.05,-5.39146413784316e-06,0.44316666666666665,0.14256931682872756
5,0.125,-0.00011849998851129236,0.5155,0.14803719540488652
6,0.25,8.629344395902337e-05,0.534,0.14784118029273144
