,nCoeffs,stability,mean_acc,std_acc
0,0.005,-4.216791168712233e-05,0.5331666666666667,0.1156762918204842
1,0.01,-0.00013465661525862498,0.5266666666666667,0.11231669191044555
2,0.02,-0.0001178261289741084,0.5403333333333332,0.10806895998497185
3,0.05,-7.844818971037194e-05,0.5216666666666666,0.11970549345263354
4,0.1,-3.3264693048695024e-05,0.44316666666666665,0.14256931682872756
5,0.25,0.0001879815196690499,0.5155,0.14803719540488652
6,0.5,6.598682647387668e-05,0.534,0.14784118029273144
